ID,Name,Age,Nationality,Overall,Potential,Club, Value , Wage ,Special
202556,M. Depay,23.00,Netherlands,79.00,84.00,Olympique Lyonnais, 17M , 71K ,1997.00
201988,F. Fernández,28.00,Argentina,79.00,79.00,Swansea City, 10M , 78K ,1599.00
201956,S. Sané,26.00,Senegal,79.00,81.00,Hannover 96, 12.5M , 47K ,1813.00
201858,N. Sansone,25.00,Italy,79.00,82.00,Villarreal CF, 16M , 43K ,1993.00
201533,P. Ntep,24.00,France,79.00,82.00,VfL Wolfsburg, 16M , 63K ,1917.00
201454,F. Ghoulam,26.00,Algeria,79.00,82.00,Napoli, 13M , 68K ,2067.00
201377,J. Murillo,25.00,Colombia,79.00,83.00,Valencia CF, 13.5M , 64K ,1822.00
201305,Gabriel Paulista,26.00,Brazil,79.00,81.00,Valencia CF, 12.5M , 37K ,1902.00
201262,V. Darida,26.00,Czech Republic,79.00,80.00,Hertha BSC Berlin, 14.5M , 38K ,2098.00
201118,Cédric,25.00,Portugal,79.00,82.00,Southampton, 13M , 82K ,2118.00
201049,L. Tonelli,27.00,Italy,79.00,81.00,Napoli, 12.5M , 68K ,1678.00
201046,R. Saponara,25.00,Italy,79.00,82.00,Fiorentina, 16M , 6K ,1864.00
201042,D. Sidibé,24.00,France,79.00,82.00,AS Monaco, 13M , 35K ,2086.00
200641,Y. Konoplyanka,27.00,Ukraine,79.00,79.00,FC Schalke 04, 13M , 53K ,1931.00
200458,L. Digne,23.00,France,79.00,84.00,FC Barcelona, 14M , 125K ,2052.00
200454,Paco Alcácer,23.00,Spain,79.00,85.00,FC Barcelona, 17.5M , 150K ,1859.00
199977,Vicente Gómez,28.00,Spain,79.00,79.00,UD Las Palmas, 12.5M , 30K ,1886.00
199952,E. Çolak,26.00,Turkey,79.00,82.00,RC Deportivo de La Coruña, 15.5M , 32K ,1947.00
199852,N. Jørgensen,26.00,Denmark,79.00,81.00,Feyenoord, 15.5M , 25K ,1931.00
199576,Oriol Romeu,25.00,Spain,79.00,81.00,Southampton, 13M , 82K ,1837.00
199561,Nolito,30.00,Spain,79.00,79.00,Sevilla FC, 12M , 26K ,1986.00
199550,B. Martins Indi,25.00,Netherlands,79.00,82.00,Stoke City, 13.5M , 71K ,1719.00
198683,M. Gabbiadini,25.00,Italy,79.00,83.00,Southampton, 16.5M , 98K ,1893.00
198077,P. Herrmann,26.00,Germany,79.00,80.00,Borussia Mönchengladbach, 15M , 46K ,1961.00
197948,F. Lejeune,26.00,France,79.00,83.00,Newcastle United, 13.5M , 75K ,1821.00
195363,J. Bruma,25.00,Netherlands,79.00,83.00,VfL Wolfsburg, 13.5M , 63K ,1865.00
194957,P. Jones,25.00,England,79.00,80.00,Manchester United, 12.5M , 115K ,1860.00
194911,Adrián,30.00,Spain,79.00,79.00,West Ham United, 8M , 80K ,1246.00
194174,Keko,25.00,Spain,79.00,82.00,Málaga CF, 16M , 31K ,1947.00
193887,H. Pérez,28.00,Paraguay,79.00,79.00,RCD Espanyol, 12.5M , 39K ,1912.00
193171,Jaume Costa,29.00,Spain,79.00,79.00,Villarreal CF, 9.5M , 40K ,2048.00
193105,A. Areola,24.00,France,79.00,86.00,Paris Saint-Germain, 13M , 54K ,1266.00
192679,Escudero,27.00,Spain,79.00,79.00,Sevilla FC, 10.5M , 22K ,2047.00
192565,Y. Mallı,25.00,Turkey,79.00,81.00,VfL Wolfsburg, 15.5M , 69K ,1921.00
192086,A. Kokorin,26.00,Russia,79.00,81.00,Zenit St. Petersburg, 15.5M , 80K ,2004.00
191210,S. Corchia,26.00,France,79.00,80.00,Sevilla FC, 12M , 22K ,2114.00
190875,J. Kucka,30.00,Slovakia,79.00,79.00,Trabzonspor, 11.5M , 42K ,2178.00
190778,J. Zoet,26.00,Netherlands,79.00,82.00,PSV, 11M , 17K ,1276.00
190544,A. Ljajić,25.00,Serbia,79.00,82.00,Torino, 16M , 58K ,1940.00
190286,Canales,26.00,Spain,79.00,82.00,Real Sociedad, 15.5M , 37K ,1764.00
190243,M. Hitz,29.00,Switzerland,79.00,79.00,FC Augsburg, 8.5M , 27K ,1195.00
190223,Balenziaga,29.00,Spain,79.00,79.00,Athletic Club de Bilbao, 9.5M , 31K ,1957.00
189963,W. Bony,28.00,Ivory Coast,79.00,79.00,Swansea City, 13M , 92K ,1880.00
189433,B. Hübner,27.00,Germany,79.00,79.00,TSG 1899 Hoffenheim, 10.5M , 42K ,1659.00
189271,F. Coquelin,26.00,France,79.00,80.00,Arsenal, 12M , 110K ,1965.00
189169,Jonathas,28.00,Brazil,79.00,79.00,Hannover 96, 13M , 59K ,1803.00
188955,G. Bou,27.00,Argentina,79.00,80.00,Club Tijuana, 14.5M , 34K ,1915.00
188524,V. Babacan,28.00,Turkey,79.00,80.00,İstanbul Başakşehir FK, 10M , 28K ,1228.00
188428,S. Doumbia,29.00,Ivory Coast,79.00,79.00,Sporting CP, 12.5M , 26K ,1997.00
187457,C. Noboa,32.00,Ecuador,79.00,79.00,Zenit St. Petersburg, 9.5M , 74K ,2173.00
187347,I. Smolnikov,28.00,Russia,79.00,79.00,Zenit St. Petersburg, 10M , 71K ,2047.00
187324,Maurício,28.00,Brazil,79.00,79.00,Lazio, 10M , 57K ,1789.00
186307,M. Fabián,27.00,Mexico,79.00,79.00,Eintracht Frankfurt, 13M , 38K ,2018.00
186148,R. Zieler,28.00,Germany,79.00,80.00,VfB Stuttgart, 10M , 27K ,1155.00
186132,D. Drinkwater,27.00,England,79.00,80.00,Chelsea, 14M , 125K ,2069.00
185103,A. Kolarov,31.00,Serbia,79.00,79.00,Roma, 8M , 68K ,2173.00
184949,Mariano,31.00,Brazil,79.00,79.00,Galatasaray SK, 8M , 65K ,2102.00
184881,S. Feghouli,27.00,Algeria,79.00,79.00,Galatasaray SK, 13M , 77K ,1901.00
184477,K. Papadopoulos,25.00,Greece,79.00,82.00,Hamburger SV, 13.5M , 40K ,1737.00
184069,S. Wagner,29.00,Germany,79.00,79.00,TSG 1899 Hoffenheim, 12.5M , 52K ,1730.00
183899,P. Piatti,28.00,Argentina,79.00,79.00,RCD Espanyol, 12.5M , 39K ,1970.00
183893,C. Yacob,29.00,Argentina,79.00,79.00,West Bromwich Albion, 10M , 78K ,1856.00
183855,A. Ogbonna,29.00,Italy,79.00,79.00,West Ham United, 10M , 105K ,1726.00
183666,Roberto,31.00,Spain,79.00,79.00,Málaga CF, 7.5M , 28K ,1292.00
183108,N. Amrabat,30.00,Morocco,79.00,79.00,CD Leganés, 12M , 69K ,2070.00
181402,W. Vainqueur,28.00,France,79.00,79.00,Antalyaspor, 10M , 25K ,1966.00
180334,Marcelo,30.00,Brazil,79.00,79.00,Olympique Lyonnais, 9.5M , 68K ,1773.00
178424,Antunes,30.00,Portugal,79.00,79.00,Getafe CF, 9M , 29K ,2139.00
177723,Fabricio,29.00,Spain,79.00,80.00,Beşiktaş JK, 10M , 48K ,1358.00
177578,S. Prödl,30.00,Austria,79.00,79.00,Watford, 9.5M , 63K ,1526.00
177519,S. Tasci,30.00,Germany,79.00,79.00,Spartak Moscow, 9.5M , 67K ,1805.00
177159,F. Johnson,29.00,United States,79.00,79.00,Borussia Mönchengladbach, 12.5M , 48K ,2068.00
176993,Bojan,26.00,Spain,79.00,80.00,Deportivo Alavés, 15M , 82K ,1811.00
176944,M. Fellaini,29.00,Belgium,79.00,79.00,Manchester United, 12M , 140K ,2027.00
176731,P. Wernbloom,31.00,Sweden,79.00,79.00,CSKA Moscow, 8.5M , 52K ,1967.00
176571,A. Ayew,27.00,Ghana,79.00,79.00,West Ham United, 13M , 110K ,2086.00
176550,D. Ospina,28.00,Colombia,79.00,79.00,Arsenal, 9M , 91K ,1159.00
176285,W. Reid,28.00,New Zealand,79.00,80.00,West Ham United, 11.5M , 105K ,1753.00
176266,Lucas Leiva,30.00,Brazil,79.00,79.00,Lazio, 9.5M , 54K ,1862.00
173474,Z. Junuzović,29.00,Austria,79.00,79.00,SV Werder Bremen, 12M , 40K ,2196.00
173306,C. Ansaldi,30.00,Argentina,79.00,79.00,Torino, 9M , 68K ,2056.00
172962,V. Moses,26.00,Nigeria,79.00,81.00,Chelsea, 12.5M , 115K ,2103.00
172290,D. Zurutuza,30.00,France,79.00,79.00,Real Sociedad, 11.5M , 37K ,2017.00
172114,D. Valeri,31.00,Argentina,79.00,79.00,Portland Timbers, 11M , 13K ,1974.00
171791,José Fonte,33.00,Portugal,79.00,79.00,West Ham United, 5M , 99K ,1630.00
170797,N. Şahin,28.00,Turkey,79.00,79.00,Borussia Dortmund, 10M , 63K ,2085.00
170733,Gervinho,30.00,Ivory Coast,79.00,79.00,, $-   , $-   ,1871.00
170369,G. dos Santos,28.00,Mexico,79.00,79.00,LA Galaxy, 13M , 15K ,1917.00
169596,R. Shawcross,29.00,England,79.00,79.00,Stoke City, 10M , 78K ,1671.00
169588,J. Evans,29.00,Northern Ireland,79.00,79.00,West Bromwich Albion, 10M , 78K ,1706.00
168435,S. Sirigu,30.00,Italy,79.00,79.00,Torino, 8M , 41K ,1191.00
168320,A. Gyan,31.00,Ghana,79.00,79.00,Kayserispor, 11.5M , 24K ,1901.00
167943,Y. Cabaye,31.00,France,79.00,79.00,Crystal Palace, 11M , 69K ,2124.00
166072,Danilo,33.00,Brazil,79.00,79.00,Udinese, 5M , 34K ,1625.00
165501,N. Pareja,33.00,Argentina,79.00,79.00,Sevilla FC, 5M , 22K ,1917.00
165109,S. Radu,30.00,Romania,79.00,79.00,Lazio, 9M , 54K ,1972.00
160741,D. Abraham,30.00,Argentina,79.00,79.00,Eintracht Frankfurt, 9.5M , 35K ,1881.00
159240,M. Krohn-Dehli,34.00,Denmark,79.00,79.00,Sevilla FC, 6.5M , 24K ,2084.00
159171,Jurado,31.00,Spain,79.00,79.00,RCD Espanyol, 11M , 37K ,1896.00
159145,B. Gomis,31.00,France,79.00,79.00,Galatasaray SK, 11.5M , 77K ,1882.00
156519,H. Herrera,27.00,Mexico,79.00,80.00,FC Porto, 14M , 19K ,2054.00
148711,Luisão,36.00,Brazil,79.00,79.00,SL Benfica, 1.7M , 11K ,1653.00
148122,V. Berezutskiy,35.00,Russia,79.00,79.00,CSKA Moscow, 3M , 37K ,1718.00
148119,I. Akinfeev,31.00,Russia,79.00,79.00,CSKA Moscow, 7.5M , 42K ,1205.00
147782,I. Denisov,33.00,Russia,79.00,79.00,Lokomotiv Moscow, 5M , 50K ,2036.00
147621,A. Samedov,32.00,Russia,79.00,79.00,Spartak Moscow, 10M , 74K ,2043.00
146482,Xabi Prieto,33.00,Spain,79.00,79.00,Real Sociedad, 7.5M , 37K ,1901.00
146439,Negredo,31.00,Spain,79.00,79.00,Beşiktaş JK, 11.5M , 67K ,1921.00
142902,A. Pyatov,33.00,Ukraine,79.00,79.00,Shakhtar Donetsk, 6.5M , 1K ,1198.00
142784,P. Zabaleta,32.00,Argentina,79.00,79.00,West Ham United, 7M , 99K ,2033.00
140233,G. Ochoa,31.00,Mexico,79.00,79.00,Standard de Liège, 7.5M , 18K ,1206.00
139062,W. Caballero,35.00,Argentina,79.00,79.00,Chelsea, 3M , 59K ,1241.00
137809,Vágner Love,33.00,Brazil,79.00,79.00,Alanyaspor, 8M , 24K ,1912.00
137677,M. Vorm,33.00,Netherlands,79.00,79.00,Tottenham Hotspur, 6.5M , 74K ,1302.00
137351,D. Baier,33.00,Germany,79.00,79.00,FC Augsburg, 5M , 32K ,1981.00
135451,Gomes,36.00,Brazil,79.00,79.00,Watford, 1.7M , 33K ,1253.00
121933,R. Adler,32.00,Germany,79.00,79.00,1. FSV Mainz 05, 7M , 28K ,1167.00
49031,S. Sorrentino,38.00,Italy,79.00,79.00,Chievo Verona, 850K , 12K ,1160.00
8473,T. Rosický,36.00,Czech Republic,79.00,79.00,Sparta Praha, 4.2M , 1K ,1979.00
7763,A. Pirlo,38.00,Italy,79.00,79.00,New York City Football Club, 4M , 10K ,1778.00
6826,G. Barry,36.00,England,79.00,79.00,West Bromwich Albion, 1.7M , 53K ,1988.00
80,E. Belözoğlu,36.00,Turkey,79.00,79.00,İstanbul Başakşehir FK, 4M , 26K ,2055.00
229909,A. Lunev,25.00,Russia,78.00,80.00,Zenit St. Petersburg, 9M , 43K ,1171.00
228941,André Silva,21.00,Portugal,78.00,86.00,Milan, 15.5M , 77K ,1962.00
228687,K. Dolberg,19.00,Denmark,78.00,88.00,Ajax, 16.5M , 10K ,1834.00
227950,Yeray,22.00,Spain,78.00,84.00,Athletic Club de Bilbao, 12M , 21K ,1856.00
227796,C. Pulisic,18.00,United States,78.00,89.00,Borussia Dortmund, 16.5M , 31K ,1891.00
227234,L. Tousart,20.00,France,78.00,87.00,Olympique Lyonnais, 14M , 43K ,1971.00
226753,A. Onana,21.00,Cameroon,78.00,85.00,Ajax, 11M , 8K ,1352.00
225199,V. Koziello,21.00,France,78.00,85.00,OGC Nice, 14.5M , 28K ,2076.00
225028,N. Radoja,24.00,Serbia,78.00,83.00,RC Celta de Vigo, 13.5M , 23K ,1851.00
223874,V. Rongier,22.00,France,78.00,84.00,FC Nantes, 14M , 24K ,2024.00
223627,O. Al Soma,28.00,Syria,78.00,78.00,Al Ahli, 10.5M , 49K ,1955.00
223061,F. Cervi,23.00,Argentina,78.00,85.00,SL Benfica, 14.5M , 13K ,1890.00
223033,Jorge Meré,20.00,Spain,78.00,84.00,1. FC Köln, 12M , 26K ,1677.00
222943,Jony,25.00,Spain,78.00,79.00,Málaga CF, 12.5M , 26K ,1957.00
222558,R. Karsdorp,22.00,Netherlands,78.00,84.00,Roma, 12M , 48K ,2069.00
222509,Dani Ceballos,20.00,Spain,78.00,88.00,Real Madrid CF, 16.5M , 105K ,1980.00
221992,H. Lozano,21.00,Mexico,78.00,85.00,PSV, 14.5M , 17K ,1931.00
221540,Raúl,27.00,Brazil,78.00,79.00,SC Braga, 10M , 14K ,1778.00
221087,Pau López,22.00,Spain,78.00,83.00,RCD Espanyol, 10M , 19K ,1268.00
219985,M. Vecino,25.00,Uruguay,78.00,81.00,Inter, 13M , 59K ,1977.00
219932,A. Sanabria,21.00,Paraguay,78.00,86.00,Real Betis Balompié, 15.5M , 23K ,1851.00
219576,R. Battaglia,25.00,Argentina,78.00,80.00,Sporting CP, 12.5M , 18K ,2073.00
219411,J. Izquierdo,24.00,Colombia,78.00,80.00,Brighton & Hove Albion, 13M , 50K ,1840.00
217877,T. Bongonda,21.00,Belgium,78.00,84.00,Trabzonspor, 14.5M , 23K ,1800.00
216778,Rúben Semedo,23.00,Portugal,78.00,85.00,Villarreal CF, 12.5M , 27K ,1806.00
216547,Rafa,24.00,Portugal,78.00,83.00,SL Benfica, 14M , 13K ,1846.00
216475,Morales,29.00,Spain,78.00,78.00,Levante UD, 10M , 28K ,1987.00
216189,Capa,25.00,Spain,78.00,83.00,SD Eibar, 11.5M , 21K ,2076.00
216065,M. Sportiello,25.00,Italy,78.00,82.00,Fiorentina, 9.5M , 22K ,1234.00
215333,D. Zapata,26.00,Colombia,78.00,81.00,Sampdoria, 13M , 67K ,1741.00
215061,D. Benedetto,27.00,Argentina,78.00,79.00,Boca Juniors, 12M , 29K ,1912.00
213582,A. Ruiz,23.00,Argentina,78.00,84.00,Sporting CP, 14.5M , 18K ,1956.00
213400,D. Laxalt,24.00,Uruguay,78.00,82.00,Genoa, 13.5M , 30K ,1923.00
213135,D. Origi,22.00,Belgium,78.00,85.00,VfL Wolfsburg, 15M , 92K ,1881.00
212977,N. Stark,22.00,Germany,78.00,85.00,Hertha BSC Berlin, 12.5M , 25K ,1898.00
212911,Hernâni,25.00,Portugal,78.00,79.00,FC Porto, 12.5M , 15K ,1816.00
212230,Iuri Medeiros,22.00,Portugal,78.00,85.00,Sporting CP, 14.5M , 16K ,1943.00
212198,Bruno Fernandes,22.00,Portugal,78.00,85.00,Sporting CP, 14.5M , 16K ,2115.00
212153,R. Gagliardini,23.00,Italy,78.00,85.00,Inter, 14.5M , 27K ,2004.00
211119,Pedro Santos,29.00,Portugal,78.00,78.00,Columbus Crew SC, 10M , 11K ,1916.00
210930,Carles Gil,24.00,Spain,78.00,83.00,RC Deportivo de La Coruña, 14M , 23K ,1863.00
210679,Paulo Oliveira,26.00,Portugal,78.00,82.00,SD Eibar, 11M , 22K ,1685.00
210333,A. Szymanowski,28.00,Argentina,78.00,78.00,CD Leganés, 10.5M , 29K ,1920.00
210282,Bruno Peres,27.00,Brazil,78.00,78.00,Roma, 11M , 62K ,2128.00
209997,K. Wimmer,24.00,Austria,78.00,83.00,Stoke City, 12M , 53K ,1672.00
209307,Tiago Volpi,26.00,Brazil,78.00,80.00,Querétaro, 8.5M , 11K ,1376.00
208574,F. Kostić,24.00,Serbia,78.00,83.00,Hamburger SV, 14M , 33K ,1939.00
208230,A. Samaris,28.00,Greece,78.00,78.00,SL Benfica, 8.5M , 14K ,2009.00
208135,A. Doucouré,24.00,France,78.00,84.00,Watford, 12M , 45K ,2023.00
207939,G. Pizarro,27.00,Argentina,78.00,80.00,Sevilla FC, 10M , 18K ,1986.00
207877,J. Martínez,24.00,Venezuela,78.00,81.00,Atlanta United FC, 13.5M , 10K ,1909.00
207862,M. Ginter,23.00,Germany,78.00,82.00,Borussia Mönchengladbach, 11.5M , 30K ,1923.00
207494,J. Lingard,24.00,England,78.00,80.00,Manchester United, 13M , 95K ,2005.00
206591,M. Weiser,23.00,Germany,78.00,85.00,Hertha BSC Berlin, 12M , 25K ,2073.00
206225,D. Cheryshev,26.00,Russia,78.00,79.00,Villarreal CF, 12M , 35K ,2022.00
206222,Bigas,26.00,Spain,78.00,81.00,UD Las Palmas, 11M , 22K ,1859.00
206198,D. Heintz,23.00,Germany,78.00,82.00,1. FC Köln, 11.5M , 30K ,1684.00
205923,B. Davies,24.00,Wales,78.00,82.00,Tottenham Hotspur, 11M , 66K ,1950.00
205633,L. Castro,28.00,Argentina,78.00,78.00,Chievo Verona, 10.5M , 22K ,2061.00
205569,J. Ward-Prowse,22.00,England,78.00,86.00,Southampton, 15M , 68K ,2056.00
205114,T. Inui,29.00,Japan,78.00,78.00,SD Eibar, 10M , 25K ,1906.00
204923,M. Sabitzer,23.00,Austria,78.00,82.00,RB Leipzig, 13.5M , 53K ,1972.00
204884,B. Mendy,22.00,France,78.00,86.00,Manchester City, 13M , 86K ,1935.00
204838,R. Jiménez,26.00,Mexico,78.00,80.00,SL Benfica, 12.5M , 16K ,1956.00
204819,E. Sala,26.00,Argentina,78.00,80.00,FC Nantes, 12.5M , 30K ,1902.00
204240,B. Reynet,26.00,France,78.00,80.00,Dijon FCO, 8.5M , 17K ,1131.00
204077,M. Niang,22.00,France,78.00,85.00,Torino, 14.5M , 84K ,1859.00
203980,K. Fortounis,24.00,Greece,78.00,82.00,Olympiakos CFP, 13.5M , 1K ,1963.00
203895,Pozuelo,25.00,Spain,78.00,81.00,KRC Genk, 13M , 19K ,1891.00
203627,Joãozinho,28.00,Brazil,78.00,78.00,FC Krasnodar, 10.5M , 47K ,2068.00
203605,P. Kadeřábek,25.00,Czech Republic,78.00,82.00,TSG 1899 Hoffenheim, 11M , 33K ,1987.00
203535,T. Vilhena,22.00,Netherlands,78.00,84.00,Feyenoord, 14M , 17K ,2104.00
203362,M. Elyounoussi,22.00,Norway,78.00,84.00,FC Basel, 14M , 36K ,1966.00
203106,L. Bittencourt,23.00,Germany,78.00,82.00,1. FC Köln, 13.5M , 33K ,2015.00
202648,Sergi Darder,23.00,Spain,78.00,84.00,RCD Espanyol, 14M , 54K ,1922.00
202325,D. Demme,25.00,Germany,78.00,81.00,RB Leipzig, 11M , 53K ,1959.00
201878,V. Eysseric,25.00,France,78.00,80.00,Fiorentina, 12.5M , 64K ,1941.00
201508,G. Ramírez,26.00,Uruguay,78.00,81.00,Sampdoria, 13M , 39K ,1944.00
201505,David López,27.00,Spain,78.00,78.00,RCD Espanyol, 8.5M , 28K ,1918.00
201325,C. Tătăruşanu,31.00,Romania,78.00,78.00,FC Nantes, 6.5M , 20K ,1206.00
201144,M. Badelj,28.00,Croatia,78.00,78.00,Fiorentina, 10.5M , 64K ,2012.00
201143,A. Mandi,25.00,Algeria,78.00,83.00,Real Betis Balompié, 11.5M , 23K ,1938.00
201119,Ismaily,27.00,Brazil,78.00,78.00,Shakhtar Donetsk, 8.5M , 1K ,2029.00
201095,A. Marchesín,29.00,Argentina,78.00,79.00,Club América, 8M , 45K ,1270.00
201013,L. Teodorczyk,26.00,Poland,78.00,80.00,RSC Anderlecht, 12.5M , 29K ,1817.00
200798,Marafona,30.00,Portugal,78.00,78.00,SC Braga, 6.5M , 11K ,1198.00
200726,B. Lecomte,26.00,France,78.00,83.00,Montpellier Hérault SC, 9.5M , 22K ,1089.00
200529,N. Chadli,27.00,Belgium,78.00,78.00,West Bromwich Albion, 11M , 68K ,2006.00
200215,S. Rode,26.00,Germany,78.00,80.00,Borussia Dortmund, 10.5M , 50K ,2021.00
199767,M. van Ginkel,24.00,Netherlands,78.00,82.00,PSV, 13.5M , 89K ,2077.00
199626,André André,27.00,Portugal,78.00,78.00,FC Porto, 10.5M , 16K ,2079.00
199602,J. Guidetti,25.00,Sweden,78.00,82.00,RC Celta de Vigo, 13.5M , 28K ,1881.00
199304,Danilo,25.00,Brazil,78.00,81.00,Manchester City, 10.5M , 95K ,2123.00
199069,V. Aboubakar,25.00,Cameroon,78.00,82.00,FC Porto, 13.5M , 17K ,1910.00
199042,C. Aránguiz,28.00,Chile,78.00,78.00,Bayer 04 Leverkusen, 10.5M , 54K ,2091.00
198614,Raúl Navas,29.00,Spain,78.00,79.00,Real Sociedad, 9M , 30K ,1716.00
198584,K. Mbodj,27.00,Senegal,78.00,80.00,RSC Anderlecht, 10M , 24K ,1857.00
198329,Rodrigo,26.00,Spain,78.00,81.00,Valencia CF, 13M , 36K ,1938.00
198140,R. Funes Mori,26.00,Argentina,78.00,81.00,Monterrey, 13M , 63K ,2020.00
198113,M. Höger,27.00,Germany,78.00,78.00,1. FC Köln, 10.5M , 38K ,2107.00
197225,N. Lodeiro,28.00,Uruguay,78.00,78.00,Seattle Sounders FC, 10.5M , 11K ,1992.00
197083,D. Caligiuri,29.00,Italy,78.00,78.00,FC Schalke 04, 10M , 42K ,1997.00
196889,S. Verdi,24.00,Italy,78.00,80.00,Bologna, 13M , 52K ,1938.00
196432,E. Pérez,31.00,Argentina,78.00,78.00,River Plate, 9M , 25K ,2113.00
196150,T. Gutiérrez,32.00,Colombia,78.00,78.00,CPD Junior Barranquilla, 8.5M , 6K ,1921.00
195671,C. Austin,27.00,England,78.00,78.00,Southampton, 11M , 85K ,1831.00
189296,E. Berisha,28.00,Albania,78.00,79.00,Atalanta, 8.5M , 24K ,1081.00
163186,G. Gillet,33.00,Belgium,78.00,78.00,Olympiakos CFP, 4.2M , 1K ,2109.00
142707,L. López,34.00,Argentina,78.00,78.00,Racing Club de Avellaneda, 5.5M , 25K ,2023.00
194932,A. Townsend,25.00,England,78.00,79.00,Crystal Palace, 12.5M , 55K ,1906.00
206198,D. Heintz,23.00,Germany,78.00,82.00,1. FC Köln, 11.5M , 30K ,1684.00
203895,Pozuelo,25.00,Spain,78.00,81.00,KRC Genk, 13M , 19K ,1891.00
157304,T. Vermaelen,31.00,Belgium,78.00,78.00,FC Barcelona, 7M , 120K ,1927.00
168312,I. Abate,30.00,Italy,78.00,78.00,Milan, 7.5M , 80K ,1984.00
134779,J. Briand,31.00,France,78.00,78.00,En Avant de Guingamp, 9.5M , 30K ,1997.00
204923,M. Sabitzer,23.00,Austria,78.00,82.00,RB Leipzig, 13.5M , 53K ,1972.00
216189,Capa,25.00,Spain,78.00,83.00,SD Eibar, 11.5M , 21K ,2076.00
112253,J. Toulalan,33.00,France,78.00,78.00,Girondins de Bordeaux, 4.2M , 41K ,1852.00
138110,Bruno Alves,35.00,Portugal,78.00,78.00,Rangers, 2.4M , 38K ,2070.00
16254,T. Howard,38.00,United States,78.00,78.00,Colorado Rapids, 700K , 5K ,1210.00
142721,M. Barovero,33.00,Argentina,78.00,78.00,Necaxa, 5M , 13K ,1172.00
199042,C. Aránguiz,28.00,Chile,78.00,78.00,Bayer 04 Leverkusen, 10.5M , 54K ,2091.00
223874,V. Rongier,22.00,France,78.00,84.00,FC Nantes, 14M , 24K ,2024.00
45186,Joaquín,35.00,Spain,78.00,78.00,Real Betis Balompié, 4.5M , 20K ,1889.00
207494,J. Lingard,24.00,England,78.00,80.00,Manchester United, 13M , 95K ,2005.00
168326,S. Bocchetti,30.00,Italy,78.00,78.00,Spartak Moscow, 7.5M , 56K ,1785.00
201095,A. Marchesín,29.00,Argentina,78.00,79.00,Club América, 8M , 45K ,1270.00
189575,Muniain,24.00,Spain,78.00,83.00,Athletic Club de Bilbao, 14M , 26K ,1906.00
199304,Danilo,25.00,Brazil,78.00,81.00,Manchester City, 10.5M , 95K ,2123.00
158856,C. Gentner,31.00,Germany,78.00,78.00,VfB Stuttgart, 9M , 29K ,2019.00
223627,O. Al Soma,28.00,Syria,78.00,78.00,Al Ahli, 10.5M , 49K ,1955.00
165517,F. Gago,31.00,Argentina,78.00,78.00,Boca Juniors, 7M , 25K ,1995.00
206222,Bigas,26.00,Spain,78.00,81.00,UD Las Palmas, 11M , 22K ,1859.00
213135,D. Origi,22.00,Belgium,78.00,85.00,VfL Wolfsburg, 15M , 92K ,1881.00
206225,D. Cheryshev,26.00,Russia,78.00,79.00,Villarreal CF, 12M , 35K ,2022.00
7826,R. van Persie,33.00,Netherlands,78.00,78.00,Fenerbahçe SK, 6.5M , 72K ,1930.00
178322,M. Layún,29.00,Mexico,78.00,78.00,FC Porto, 8M , 15K ,2120.00
201878,V. Eysseric,25.00,France,78.00,80.00,Fiorentina, 12.5M , 64K ,1941.00
202648,Sergi Darder,23.00,Spain,78.00,84.00,RCD Espanyol, 14M , 54K ,1922.00
213400,D. Laxalt,24.00,Uruguay,78.00,82.00,Genoa, 13.5M , 30K ,1923.00
209307,Tiago Volpi,26.00,Brazil,78.00,80.00,Querétaro, 8.5M , 11K ,1376.00
216475,Morales,29.00,Spain,78.00,78.00,Levante UD, 10M , 28K ,1987.00
199069,V. Aboubakar,25.00,Cameroon,78.00,82.00,FC Porto, 13.5M , 17K ,1910.00
210333,A. Szymanowski,28.00,Argentina,78.00,78.00,CD Leganés, 10.5M , 29K ,1920.00
188829,N. Nkoulou,27.00,Cameroon,78.00,79.00,Torino, 10M , 57K ,1853.00
112542,S. Ignashevich,37.00,Russia,78.00,78.00,CSKA Moscow, 1.4M , 31K ,1793.00
201119,Ismaily,27.00,Brazil,78.00,78.00,Shakhtar Donetsk, 8.5M , 1K ,2029.00
221087,Pau López,22.00,Spain,78.00,83.00,RCD Espanyol, 10M , 19K ,1268.00
168607,Rafinha,31.00,Brazil,78.00,78.00,FC Bayern Munich, 7M , 79K ,1979.00
227234,L. Tousart,20.00,France,78.00,87.00,Olympique Lyonnais, 14M , 43K ,1971.00
13732,J. Terry,36.00,England,78.00,78.00,Aston Villa, 1.4M , 27K ,1663.00
152996,P. Skjelbred,30.00,Norway,78.00,78.00,Hertha BSC Berlin, 7.5M , 29K ,1961.00
158372,I. Afellay,31.00,Netherlands,78.00,78.00,Stoke City, 9M , 68K ,2027.00
163492,N. Lombaerts,32.00,Belgium,78.00,78.00,KV Oostende, 6M , 18K ,1794.00
178085,Granero,29.00,Spain,78.00,78.00,RCD Espanyol, 10M , 33K ,2018.00
189606,J. Baumgartlinger,29.00,Austria,78.00,78.00,Bayer 04 Leverkusen, 8M , 50K ,1942.00
152999,R. Palacio,35.00,Argentina,78.00,78.00,Bologna, 4.8M , 45K ,2016.00
188840,Miguel Lopes,30.00,Portugal,78.00,78.00,Akhisar Belediyespor, 7.5M , 20K ,1989.00
